sector,city,founded_year,startup_age_years,funding_stage,total_funding_sar,num_funding_rounds,num_investors,num_founders,speed_to_first_round_months,last_round_type,sama_sandbox,rega_sandbox,ntdp_participation,survival_score
Real Estate Tech,Jeddah,2014,10,Seed,2529,1,4,1,32,Seed,0,1,1,38.2
Healthtech,Riyadh,2018,6,Series B,35117,4,12,3,32,Series B,0,0,1,60.9
Fintech,Jeddah,2010,14,Series B,22720,3,11,2,13,Series B,0,0,0,45.4
Fintech,Riyadh,2014,10,Series B,47767,4,13,1,8,Series B,0,0,0,58.5
Logistics Tech,Riyadh,2020,4,Seed,909,3,3,2,13,Seed,0,0,0,34.6
Real Estate Tech,Jeddah,2013,11,Series C,79555,4,22,2,23,Series C,0,1,1,65.1
Fintech,Riyadh,2014,10,Seed,2160,3,4,1,12,Seed,1,0,1,39.8
E-commerce,Medina,2016,8,Pre-Seed,170,1,1,2,14,Pre-Seed,0,0,0,51.1
Logistics Tech,NEOM,2016,8,Series A,4223,3,5,2,12,Series A,0,0,1,53.6
Real Estate Tech,Riyadh,2016,8,Seed,1045,1,5,3,11,Seed,0,0,0,34.3
Healthtech,Riyadh,2010,14,Series B,19915,5,16,1,21,Series B,0,0,0,56.7
Fintech,Dammam,2018,6,Pre-Seed,189,1,1,1,12,Pre-Seed,1,0,0,36.5
Fintech,Khobar,2016,8,Series B,29280,4,15,4,33,Series B,1,0,0,46.6
Healthtech,Dammam,2013,11,Seed,1385,3,4,2,17,Seed,0,0,1,40.8
Healthtech,Riyadh,2013,11,Series A,14087,3,8,2,7,Series A,0,0,1,48.3
Healthtech,Abha,2011,13,Pre-Seed,375,2,3,3,18,Pre-Seed,0,0,1,48.9
Edtech,Riyadh,2015,9,Series A,8831,4,8,3,25,Series A,0,0,1,56.5
HR Tech,Jeddah,2022,2,Series A,8688,3,5,2,16,Series A,0,0,1,51.3
E-commerce,Khobar,2021,3,Seed,2273,1,2,3,10,Seed,0,0,0,62.1
Real Estate Tech,Riyadh,2019,5,Pre-Seed,100,2,1,2,7,Pre-Seed,0,1,0,62.2
Logistics Tech,Khobar,2012,12,Seed,1691,3,3,3,21,Seed,0,0,0,46.9
Real Estate Tech,Riyadh,2010,14,Series B,46311,5,14,3,21,Series B,0,0,0,53.9
E-commerce,Medina,2014,10,Seed,1766,1,3,3,28,Seed,0,0,0,61.7
Fintech,Riyadh,2015,9,Seed,2682,3,5,4,7,Seed,1,0,1,44.4
Fintech,Mecca,2020,4,Seed,1369,2,2,3,18,Seed,0,0,0,48.4
HR Tech,Riyadh,2014,10,Series C,129627,6,27,2,9,Series C,0,0,0,54.8
Agritech,Jeddah,2014,10,Seed,1596,3,5,4,19,Seed,0,0,0,52.0
Edtech,Jeddah,2021,3,Pre-Seed,108,1,1,2,3,Pre-Seed,0,0,0,38.7
E-commerce,Riyadh,2019,5,Series B,40485,4,14,3,30,Series B,0,0,0,58.1
Fintech,Riyadh,2022,2,Series A,4923,2,10,3,1,Series A,1,0,1,51.8
Fintech,Jeddah,2020,4,Pre-Seed,234,2,2,2,7,Pre-Seed,1,0,0,29.0
Real Estate Tech,Riyadh,2022,2,Growth,405790,6,38,1,19,Growth,0,1,1,53.9
Healthtech,Jeddah,2017,7,Series A,14834,3,8,4,8,Series A,0,0,0,46.3
Edtech,Riyadh,2019,5,Seed,1001,3,6,1,9,Seed,0,0,1,29.9
Edtech,Mecca,2010,14,Seed,2526,3,5,2,24,Seed,0,0,0,32.4
Real Estate Tech,Riyadh,2017,7,Series C,92783,4,15,2,1,Series C,0,1,0,75.3
HR Tech,Riyadh,2022,2,Pre-Seed,407,1,2,1,1,Pre-Seed,0,0,0,56.1
Edtech,Riyadh,2020,4,Seed,751,2,4,3,6,Seed,0,0,0,28.7
Healthtech,Riyadh,2016,8,Pre-Seed,492,1,1,2,6,Pre-Seed,0,0,0,49.0
Healthtech,Riyadh,2010,14,Series A,12819,4,5,4,25,Series A,0,0,0,46.2
E-commerce,Riyadh,2018,6,Series A,4228,2,5,4,22,Series A,0,0,0,60.2
Real Estate Tech,NEOM,2021,3,Series A,5056,3,5,2,19,Series A,0,1,1,54.9
Real Estate Tech,Jeddah,2013,11,Pre-Seed,207,2,2,3,30,Pre-Seed,0,1,1,37.3
Logistics Tech,Jeddah,2022,2,Series A,13070,2,7,2,1,Series A,0,0,0,49.3
Fintech,Riyadh,2016,8,Series A,14057,3,9,2,18,Series A,0,0,0,46.7
Fintech,Jeddah,2012,12,Seed,1897,2,6,2,35,Seed,1,0,1,41.1
Fintech,Riyadh,2017,7,Series B,45621,5,14,3,21,Series B,1,0,1,60.1
Fintech,Dammam,2013,11,Seed,683,1,3,2,7,Seed,0,0,0,30.5
Agritech,Riyadh,2011,13,Series A,10477,2,10,3,24,Series A,0,0,0,56.3
Edtech,Riyadh,2011,13,Pre-Seed,278,2,2,2,18,Pre-Seed,0,0,1,37.9
E-commerce,Riyadh,2017,7,Series A,10886,4,4,2,18,Series A,0,0,1,61.4
Fintech,NEOM,2017,7,Growth,171495,8,48,1,9,Growth,0,0,0,65.2
E-commerce,Riyadh,2010,14,Growth,345811,5,50,2,32,Growth,0,0,1,61.4
E-commerce,Jeddah,2015,9,Seed,2392,1,4,3,32,Seed,0,0,1,49.1
Fintech,Riyadh,2018,6,Seed,1536,3,3,3,16,Seed,0,0,0,40.2
E-commerce,Jeddah,2018,6,Pre-Seed,349,1,2,3,13,Pre-Seed,0,0,1,26.0
E-commerce,Khobar,2011,13,Series B,25438,4,17,3,26,Series B,0,0,1,40.8
Healthtech,Riyadh,2017,7,Series A,6711,3,5,1,6,Series A,0,0,0,43.5
Healthtech,Riyadh,2017,7,Seed,1972,3,3,2,9,Seed,0,0,1,32.1
Fintech,Khobar,2013,11,Pre-Seed,136,2,1,2,24,Pre-Seed,0,0,0,45.7
Real Estate Tech,Jeddah,2013,11,Series C,85709,4,27,2,17,Series C,0,1,0,61.6
Healthtech,Riyadh,2014,10,Seed,921,3,3,1,31,Seed,0,0,0,25.1
E-commerce,Jeddah,2020,4,Seed,2713,3,5,2,9,Seed,0,0,0,53.2
Agritech,Jeddah,2019,5,Seed,620,3,4,3,7,Seed,0,0,0,57.4
Edtech,Riyadh,2016,8,Seed,1244,2,2,2,24,Seed,0,0,0,29.5
Fintech,Dammam,2010,14,Series A,5420,4,6,2,3,Series A,0,0,0,34.5
Fintech,Riyadh,2020,4,Series C,112894,4,30,2,25,Series C,1,0,0,64.1
Healthtech,Riyadh,2018,6,Series B,40314,5,13,2,18,Series B,0,0,1,63.7
Fintech,Dammam,2012,12,Seed,1919,3,5,2,8,Seed,1,0,0,30.1
Healthtech,Riyadh,2020,4,Series B,28732,5,18,1,6,Series B,0,0,0,63.9
HR Tech,Riyadh,2013,11,Seed,952,2,4,4,12,Seed,0,0,0,30.5
Healthtech,Jeddah,2016,8,Seed,2542,1,3,2,3,Seed,0,0,0,48.9
E-commerce,NEOM,2014,10,Growth,471274,5,30,3,38,Growth,0,0,0,55.1
Healthtech,NEOM,2014,10,Seed,1796,2,4,3,17,Seed,0,0,1,33.2
E-commerce,Mecca,2010,14,Seed,1810,2,3,2,20,Seed,0,0,0,67.3
Healthtech,NEOM,2011,13,Growth,372247,6,23,4,4,Growth,0,0,0,64.4
HR Tech,Riyadh,2014,10,Pre-Seed,143,1,1,2,8,Pre-Seed,0,0,1,57.3
E-commerce,Riyadh,2011,13,Series A,6569,2,5,1,26,Series A,0,0,1,62.8
HR Tech,Dammam,2010,14,Series C,83140,6,17,2,6,Series C,0,0,0,58.7
Traveltech,Riyadh,2019,5,Seed,1503,1,2,3,12,Seed,0,0,0,48.0
Fintech,Jeddah,2012,12,Pre-Seed,355,2,3,1,20,Pre-Seed,1,0,0,25.2
Fintech,Jeddah,2020,4,Seed,2759,1,4,2,13,Seed,1,0,1,42.9
Fintech,Riyadh,2010,14,Pre-Seed,191,1,3,2,11,Pre-Seed,1,0,1,52.2
Fintech,Khobar,2019,5,Seed,2055,1,2,3,4,Seed,0,0,1,55.3
Fintech,Jeddah,2017,7,Series B,16419,3,17,2,26,Series B,1,0,0,43.9
Edtech,Riyadh,2017,7,Seed,1081,3,6,2,31,Seed,0,0,1,32.1
Fintech,Abha,2017,7,Seed,2573,2,6,2,38,Seed,0,0,0,36.1
Real Estate Tech,Riyadh,2016,8,Series A,11819,2,4,1,15,Series A,0,0,0,54.4
Agritech,Riyadh,2016,8,Series A,4822,3,7,3,21,Series A,0,0,0,57.3
Fintech,Jeddah,2011,13,Series B,19308,4,8,2,28,Series B,1,0,0,40.8
Logistics Tech,Dammam,2018,6,Seed,2147,1,2,3,19,Seed,0,0,0,50.6
Real Estate Tech,Dammam,2016,8,Series B,38900,5,17,3,28,Series B,0,0,0,51.3
Fintech,Dammam,2014,10,Series A,5636,4,10,1,22,Series A,0,0,0,27.0
Edtech,Jeddah,2013,11,Seed,2844,3,4,2,24,Seed,0,0,0,49.8
Healthtech,Riyadh,2017,7,Seed,1914,1,5,4,9,Seed,0,0,1,31.2
Agritech,NEOM,2014,10,Seed,1510,1,2,2,1,Seed,0,0,0,51.6
Edtech,NEOM,2015,9,Series A,8009,2,5,2,25,Series A,0,0,1,50.9
Logistics Tech,Riyadh,2013,11,Pre-Seed,269,1,2,3,17,Pre-Seed,0,0,1,46.6
Real Estate Tech,Riyadh,2011,13,Series C,72383,4,21,2,17,Series C,0,1,0,69.4
Fintech,Medina,2021,3,Series A,8724,3,7,3,1,Series A,1,0,0,27.3
Logistics Tech,NEOM,2016,8,Series C,61005,5,30,3,31,Series C,0,0,1,65.4
Logistics Tech,NEOM,2021,3,Pre-Seed,256,1,3,2,13,Pre-Seed,0,0,0,54.4
Cybersecurity,NEOM,2011,13,Seed,1381,3,6,2,1,Seed,0,0,1,26.8
E-commerce,Jeddah,2020,4,Pre-Seed,350,2,1,4,37,Pre-Seed,0,0,0,25.5
Real Estate Tech,Jeddah,2021,3,Seed,2300,1,3,1,16,Seed,0,0,0,39.8
Logistics Tech,Jeddah,2016,8,Series B,39072,3,11,2,23,Series B,0,0,0,50.6
Real Estate Tech,Riyadh,2016,8,Pre-Seed,424,2,3,3,47,Pre-Seed,0,0,0,60.5
Traveltech,Jeddah,2010,14,Seed,1823,2,3,1,12,Seed,0,0,0,65.7
Agritech,Jeddah,2022,2,Pre-Seed,197,2,3,4,18,Pre-Seed,0,0,1,31.4
E-commerce,Jeddah,2019,5,Seed,1225,1,4,2,11,Seed,0,0,1,50.9
Logistics Tech,Jeddah,2019,5,Series B,45724,5,16,2,30,Series B,0,0,1,54.7
Logistics Tech,Riyadh,2021,3,Series A,5412,2,6,2,4,Series A,0,0,1,47.4
Fintech,Riyadh,2012,12,Series A,12508,3,5,3,31,Series A,0,0,0,48.3
Traveltech,Riyadh,2012,12,Seed,1913,2,5,4,27,Seed,0,0,0,44.1
E-commerce,Riyadh,2022,2,Series C,71233,4,25,2,9,Series C,0,0,0,60.6
Logistics Tech,Riyadh,2022,2,Series A,14735,3,10,2,15,Series A,0,0,1,52.4
Real Estate Tech,Medina,2020,4,Seed,2055,1,2,2,35,Seed,0,1,1,36.8
Traveltech,Riyadh,2015,9,Seed,926,3,5,2,1,Seed,0,0,0,52.0
E-commerce,Riyadh,2020,4,Series C,79071,6,22,1,18,Series C,0,0,1,56.8
Fintech,Jeddah,2012,12,Series A,10098,2,10,3,13,Series A,1,0,1,32.8
Traveltech,Jeddah,2021,3,Series A,10950,3,8,4,12,Series A,0,0,0,55.5
Fintech,Riyadh,2018,6,Seed,804,2,6,3,1,Seed,0,0,0,39.5
Real Estate Tech,Dammam,2014,10,Pre-Seed,427,2,2,2,17,Pre-Seed,0,1,0,62.5
HR Tech,Dammam,2015,9,Series A,11296,4,9,3,1,Series A,0,0,0,50.6
HR Tech,Riyadh,2015,9,Series A,10499,3,5,3,20,Series A,0,0,0,52.9
Healthtech,Riyadh,2017,7,Seed,864,2,4,2,21,Seed,0,0,1,29.2
Healthtech,Khobar,2019,5,Series A,10534,2,6,4,33,Series A,0,0,1,47.4
E-commerce,Dammam,2020,4,Pre-Seed,181,2,2,1,31,Pre-Seed,0,0,1,49.4
Real Estate Tech,Jeddah,2012,12,Series B,45527,5,11,1,17,Series B,0,0,0,45.5
Real Estate Tech,Riyadh,2018,6,Series C,136583,6,17,1,27,Series C,0,1,0,70.7
Edtech,Riyadh,2016,8,Series C,55868,4,27,1,29,Series C,0,0,1,55.6
Logistics Tech,Jeddah,2020,4,Seed,1609,1,5,2,19,Seed,0,0,1,49.5
Logistics Tech,Riyadh,2022,2,Seed,1743,3,4,4,13,Seed,0,0,0,31.6
Logistics Tech,Riyadh,2015,9,Series B,25608,5,8,3,33,Series B,0,0,1,51.2
Fintech,Jeddah,2020,4,Series A,4898,2,9,3,19,Series A,0,0,0,33.3
E-commerce,Riyadh,2010,14,Seed,1225,3,3,2,1,Seed,0,0,0,55.4
Fintech,Dammam,2013,11,Series C,67099,6,23,2,21,Series C,0,0,1,57.2
Healthtech,Dammam,2014,10,Seed,2336,2,2,2,10,Seed,0,0,0,38.0
E-commerce,Riyadh,2021,3,Seed,1766,3,4,2,41,Seed,0,0,1,58.4
Agritech,Dammam,2011,13,Pre-Seed,261,1,1,3,9,Pre-Seed,0,0,0,37.0
Real Estate Tech,Riyadh,2010,14,Pre-Seed,278,2,3,2,13,Pre-Seed,0,1,0,59.5
Fintech,Dammam,2011,13,Pre-Seed,191,2,3,2,27,Pre-Seed,0,0,1,36.8
Fintech,Riyadh,2017,7,Series C,55770,6,27,3,47,Series C,1,0,1,68.7
Logistics Tech,Riyadh,2019,5,Seed,2030,2,2,2,16,Seed,0,0,0,34.4
Healthtech,Jeddah,2015,9,Seed,1124,1,2,2,8,Seed,0,0,1,47.9
Fintech,Riyadh,2019,5,Series B,35364,3,17,4,8,Series B,1,0,1,60.7
Fintech,Khobar,2011,13,Series A,11361,4,6,4,1,Series A,1,0,1,66.3
Edtech,Riyadh,2018,6,Series A,9245,4,8,1,19,Series A,0,0,1,60.1
Fintech,Riyadh,2017,7,Seed,1820,1,5,2,21,Seed,1,0,0,41.4
Logistics Tech,Jeddah,2013,11,Series B,33625,3,14,2,4,Series B,0,0,0,52.6
Edtech,Riyadh,2020,4,Pre-Seed,457,1,1,2,14,Pre-Seed,0,0,0,40.3
Fintech,Riyadh,2019,5,Pre-Seed,306,1,1,2,14,Pre-Seed,0,0,0,52.0
Fintech,Jeddah,2016,8,Pre-Seed,385,1,2,2,10,Pre-Seed,0,0,1,29.7
Cybersecurity,Dammam,2012,12,Seed,1980,2,2,3,24,Seed,0,0,0,48.1
Real Estate Tech,NEOM,2015,9,Seed,1475,2,5,1,12,Seed,0,1,0,46.0
Real Estate Tech,Medina,2012,12,Series A,9372,4,10,4,32,Series A,0,1,0,45.6
Logistics Tech,Riyadh,2019,5,Pre-Seed,460,1,2,2,1,Pre-Seed,0,0,1,51.1
HR Tech,Jeddah,2022,2,Series A,5229,4,4,3,16,Series A,0,0,0,50.5
Cybersecurity,Riyadh,2012,12,Pre-Seed,446,1,1,2,1,Pre-Seed,0,0,0,50.2
Logistics Tech,Jeddah,2022,2,Pre-Seed,385,2,3,4,23,Pre-Seed,0,0,0,35.9
Real Estate Tech,Riyadh,2021,3,Seed,1821,3,4,4,15,Seed,0,0,0,35.5
Fintech,Abha,2020,4,Series C,108924,6,24,2,15,Series C,0,0,1,59.8
Logistics Tech,Jeddah,2018,6,Series B,38589,4,11,3,12,Series B,0,0,0,58.1
Healthtech,Mecca,2015,9,Growth,274789,7,37,2,28,Growth,0,0,0,91.1
E-commerce,Dammam,2017,7,Series A,12977,4,8,2,28,Series A,0,0,0,51.3
Traveltech,Khobar,2013,11,Series A,10251,3,10,2,21,Series A,0,0,0,59.6
Fintech,Dammam,2013,11,Series A,4916,2,5,2,13,Series A,1,0,0,30.1
E-commerce,Riyadh,2017,7,Series A,14173,4,10,3,19,Series A,0,0,1,66.0
Fintech,Riyadh,2016,8,Pre-Seed,356,1,3,1,20,Pre-Seed,1,0,0,51.9
E-commerce,Riyadh,2014,10,Seed,1741,3,2,2,15,Seed,0,0,0,53.6
Fintech,Riyadh,2011,13,Seed,1250,3,2,2,42,Seed,1,0,0,33.4
Fintech,Jeddah,2015,9,Seed,1157,2,5,2,10,Seed,1,0,0,44.2
Fintech,Jeddah,2010,14,Seed,2868,2,6,3,17,Seed,1,0,0,41.2
Healthtech,Jeddah,2016,8,Pre-Seed,321,2,3,1,13,Pre-Seed,0,0,0,40.1
Edtech,Medina,2018,6,Seed,2959,2,3,3,36,Seed,0,0,0,45.9
Healthtech,Khobar,2014,10,Pre-Seed,423,1,2,3,11,Pre-Seed,0,0,0,40.9
HR Tech,Riyadh,2014,10,Growth,291761,8,27,2,27,Growth,0,0,1,53.3
Real Estate Tech,Riyadh,2021,3,Pre-Seed,375,1,2,3,9,Pre-Seed,0,0,0,58.7
Real Estate Tech,Riyadh,2016,8,Seed,2610,3,6,2,19,Seed,0,1,1,44.5
Agritech,Riyadh,2014,10,Series C,118939,6,21,2,38,Series C,0,0,0,78.5
Real Estate Tech,Dammam,2019,5,Seed,687,1,2,2,3,Seed,0,0,0,47.1
HR Tech,Jeddah,2021,3,Pre-Seed,124,1,2,4,8,Pre-Seed,0,0,1,51.1
Fintech,Jeddah,2021,3,Seed,2029,2,4,4,42,Seed,0,0,1,40.6
HR Tech,NEOM,2013,11,Pre-Seed,438,2,3,4,29,Pre-Seed,0,0,0,47.5
Fintech,Dammam,2010,14,Pre-Seed,195,2,2,3,1,Pre-Seed,0,0,0,36.3
Traveltech,Riyadh,2015,9,Pre-Seed,420,2,3,1,12,Pre-Seed,0,0,0,61.8
E-commerce,Jeddah,2018,6,Seed,1717,1,3,2,14,Seed,0,0,0,49.9
Cybersecurity,Riyadh,2013,11,Series B,19675,4,14,3,25,Series B,0,0,1,50.2
Fintech,Riyadh,2019,5,Series A,7410,2,5,3,24,Series A,1,0,0,46.3
Healthtech,Riyadh,2020,4,Series A,14816,2,8,2,20,Series A,0,0,1,48.6
HR Tech,Riyadh,2013,11,Pre-Seed,323,1,3,3,5,Pre-Seed,0,0,0,55.5
E-commerce,Riyadh,2014,10,Seed,931,2,5,2,32,Seed,0,0,1,55.1
Healthtech,Riyadh,2015,9,Series B,26691,3,16,2,25,Series B,0,0,0,54.1
Edtech,Jeddah,2012,12,Pre-Seed,491,2,1,2,13,Pre-Seed,0,0,1,38.2
E-commerce,Dammam,2018,6,Series B,22271,5,12,2,43,Series B,0,0,1,45.6
Healthtech,Riyadh,2010,14,Seed,2866,1,2,3,15,Seed,0,0,0,25.5
Healthtech,Riyadh,2020,4,Series B,34192,4,18,4,26,Series B,0,0,1,59.0
Traveltech,Dammam,2015,9,Seed,2198,2,2,2,41,Seed,0,0,0,53.2
Fintech,Riyadh,2015,9,Seed,2300,3,3,3,18,Seed,1,0,0,39.8
Real Estate Tech,Khobar,2017,7,Series A,6609,2,5,2,12,Series A,0,1,0,53.6
HR Tech,Jeddah,2014,10,Series B,44915,4,12,3,25,Series B,0,0,0,61.0
Traveltech,Riyadh,2018,6,Pre-Seed,353,2,3,2,19,Pre-Seed,0,0,0,64.4
E-commerce,Riyadh,2018,6,Growth,291267,8,24,4,31,Growth,0,0,0,62.1
Healthtech,Riyadh,2021,3,Pre-Seed,314,2,2,2,26,Pre-Seed,0,0,1,49.0
Real Estate Tech,Riyadh,2011,13,Pre-Seed,268,2,2,1,28,Pre-Seed,0,0,0,56.1
Fintech,Riyadh,2014,10,Series A,8712,3,7,3,9,Series A,1,0,0,49.6
E-commerce,Jeddah,2021,3,Series A,5120,3,4,1,27,Series A,0,0,0,31.7
Real Estate Tech,Riyadh,2016,8,Growth,335310,5,27,2,6,Growth,0,0,0,54.2
Healthtech,Jeddah,2011,13,Seed,956,1,5,2,24,Seed,0,0,0,43.4
Fintech,Jeddah,2016,8,Pre-Seed,174,2,2,2,24,Pre-Seed,0,0,0,29.2
HR Tech,Riyadh,2018,6,Series A,8589,4,4,2,1,Series A,0,0,1,57.0
Cybersecurity,Riyadh,2017,7,Seed,1110,2,4,2,29,Seed,0,0,1,38.6
Edtech,Riyadh,2019,5,Seed,2342,3,6,3,16,Seed,0,0,0,31.5
Healthtech,Riyadh,2018,6,Seed,1439,1,6,2,12,Seed,0,0,0,31.0
Real Estate Tech,Jeddah,2013,11,Pre-Seed,477,2,2,2,17,Pre-Seed,0,1,0,37.8
Logistics Tech,Riyadh,2017,7,Seed,2185,1,2,3,4,Seed,0,0,1,36.7
Edtech,Dammam,2018,6,Seed,2145,3,2,2,34,Seed,0,0,1,28.2
Fintech,Riyadh,2019,5,Series A,6410,2,9,3,25,Series A,0,0,1,51.7
Traveltech,Riyadh,2021,3,Series A,5086,3,8,2,38,Series A,0,0,1,59.7
Logistics Tech,Jeddah,2011,13,Pre-Seed,418,2,1,2,16,Pre-Seed,0,0,0,36.7
HR Tech,Jeddah,2019,5,Pre-Seed,227,1,1,3,14,Pre-Seed,0,0,1,52.6
Edtech,Riyadh,2012,12,Seed,640,2,6,2,27,Seed,0,0,0,24.4
Healthtech,Riyadh,2010,14,Pre-Seed,347,1,3,3,28,Pre-Seed,0,0,0,45.6
E-commerce,Jeddah,2010,14,Series A,10062,2,10,2,30,Series A,0,0,0,36.4
Traveltech,Riyadh,2019,5,Growth,270579,7,49,2,29,Growth,0,0,0,73.8
Agritech,Riyadh,2015,9,Series A,3427,2,6,3,36,Series A,0,0,0,55.5
Fintech,Jeddah,2010,14,Series A,5903,3,7,2,26,Series A,1,0,0,31.8
Fintech,Riyadh,2014,10,Seed,2518,2,5,3,23,Seed,0,0,0,35.2
Real Estate Tech,Jeddah,2015,9,Seed,1719,2,4,2,34,Seed,0,0,1,39.7
Logistics Tech,Jeddah,2018,6,Series C,78887,5,18,2,6,Series C,0,0,1,60.2
Cybersecurity,Jeddah,2015,9,Growth,250217,7,31,3,26,Growth,0,0,0,75.0
Fintech,Jeddah,2013,11,Seed,1041,3,5,3,9,Seed,1,0,1,48.0
Healthtech,Jeddah,2010,14,Seed,2937,1,3,2,21,Seed,0,0,0,42.5
E-commerce,Jeddah,2015,9,Series B,47733,4,13,3,22,Series B,0,0,1,38.4
HR Tech,NEOM,2016,8,Pre-Seed,281,2,3,2,6,Pre-Seed,0,0,1,54.7
Agritech,Riyadh,2014,10,Series A,5200,4,9,3,17,Series A,0,0,0,57.5
Agritech,Riyadh,2015,9,Series B,34559,4,12,1,20,Series B,0,0,0,74.7
E-commerce,Dammam,2019,5,Pre-Seed,387,2,3,1,20,Pre-Seed,0,0,1,50.5
E-commerce,Jeddah,2017,7,Growth,371931,6,36,1,26,Growth,0,0,0,44.1
Real Estate Tech,Riyadh,2010,14,Growth,451189,7,38,3,22,Growth,0,1,0,51.2
Fintech,NEOM,2017,7,Series C,123106,6,25,2,20,Series C,0,0,1,81.4
Agritech,Riyadh,2021,3,Seed,1254,2,3,2,18,Seed,0,0,0,49.0
Logistics Tech,Jeddah,2022,2,Pre-Seed,443,1,2,3,14,Pre-Seed,0,0,1,39.7
Cybersecurity,Dammam,2020,4,Series A,3484,3,10,1,21,Series A,0,0,0,57.0
Cybersecurity,Mecca,2011,13,Seed,888,1,5,2,6,Seed,0,0,0,29.5
Healthtech,Riyadh,2011,13,Pre-Seed,352,2,2,2,14,Pre-Seed,0,0,1,45.1
Logistics Tech,Jeddah,2017,7,Seed,1045,2,6,2,18,Seed,0,0,0,49.7
HR Tech,Riyadh,2011,13,Series A,5907,2,8,1,2,Series A,0,0,0,53.9
Agritech,Riyadh,2017,7,Pre-Seed,286,2,3,3,25,Pre-Seed,0,0,0,51.4
Real Estate Tech,Riyadh,2014,10,Seed,1081,2,5,2,15,Seed,0,1,0,33.5
E-commerce,Jeddah,2018,6,Pre-Seed,237,1,3,1,16,Pre-Seed,0,0,0,25.9
Fintech,Riyadh,2018,6,Series A,7227,3,5,2,19,Series A,1,0,0,48.5
HR Tech,Riyadh,2017,7,Series A,14515,2,7,2,6,Series A,0,0,0,55.5
Healthtech,Jeddah,2018,6,Pre-Seed,222,1,1,2,18,Pre-Seed,0,0,0,37.5
Real Estate Tech,Jeddah,2016,8,Growth,166805,6,45,2,12,Growth,0,1,0,49.2
Edtech,Dammam,2017,7,Pre-Seed,372,2,2,2,26,Pre-Seed,0,0,1,33.4
Healthtech,Khobar,2015,9,Series A,8875,3,5,3,25,Series A,0,0,0,48.9
Real Estate Tech,Riyadh,2018,6,Series B,43642,3,17,3,9,Series B,0,1,0,55.4
Fintech,Mecca,2011,13,Series B,49978,3,13,3,17,Series B,1,0,1,56.5
Edtech,NEOM,2012,12,Pre-Seed,194,1,1,3,6,Pre-Seed,0,0,0,34.5
E-commerce,Riyadh,2011,13,Series C,136851,4,18,2,10,Series C,0,0,1,59.7
Logistics Tech,Riyadh,2015,9,Series C,100972,6,23,2,19,Series C,0,0,0,47.5
E-commerce,Riyadh,2012,12,Series A,10397,2,10,4,26,Series A,0,0,0,63.6
Agritech,Riyadh,2020,4,Seed,1640,2,3,3,15,Seed,0,0,0,50.4
Healthtech,Jeddah,2010,14,Pre-Seed,320,2,3,2,14,Pre-Seed,0,0,0,35.7
Healthtech,Jeddah,2013,11,Series A,3931,3,10,2,25,Series A,0,0,0,41.5
Agritech,Jeddah,2014,10,Seed,1181,3,6,3,22,Seed,0,0,0,53.4
E-commerce,Jeddah,2021,3,Series B,32738,4,18,1,3,Series B,0,0,1,43.3
Fintech,Riyadh,2020,4,Seed,1157,1,2,4,16,Seed,1,0,0,37.5
Fintech,NEOM,2013,11,Series A,9430,3,6,2,14,Series A,1,0,0,51.1
Logistics Tech,Riyadh,2015,9,Pre-Seed,281,2,1,2,13,Pre-Seed,0,0,1,51.5
Healthtech,Medina,2012,12,Pre-Seed,407,2,1,2,12,Pre-Seed,0,0,0,35.2
Edtech,Riyadh,2019,5,Pre-Seed,374,1,1,1,23,Pre-Seed,0,0,1,39.2
Real Estate Tech,Mecca,2015,9,Pre-Seed,136,1,1,1,5,Pre-Seed,0,0,1,56.7
Fintech,Riyadh,2019,5,Seed,2991,2,6,2,29,Seed,0,0,0,38.0
Fintech,Riyadh,2010,14,Series B,15875,5,18,2,17,Series B,1,0,0,53.3
Real Estate Tech,Riyadh,2015,9,Series A,14300,4,7,1,17,Series A,0,0,0,55.3
Healthtech,Jeddah,2022,2,Series A,7164,3,9,4,35,Series A,0,0,0,44.7
E-commerce,NEOM,2017,7,Series A,12626,2,10,2,26,Series A,0,0,0,59.0
E-commerce,Riyadh,2019,5,Seed,2531,3,5,2,12,Seed,0,0,1,61.8
Traveltech,Khobar,2022,2,Seed,860,1,5,2,20,Seed,0,0,1,59.4
Real Estate Tech,Jeddah,2017,7,Seed,1448,3,3,1,12,Seed,0,1,1,46.2
E-commerce,Jeddah,2010,14,Series A,10724,3,10,3,18,Series A,0,0,1,38.0
Logistics Tech,Dammam,2022,2,Pre-Seed,388,1,3,2,7,Pre-Seed,0,0,0,62.8
E-commerce,Riyadh,2016,8,Pre-Seed,465,2,1,2,15,Pre-Seed,0,0,0,60.9
Healthtech,Riyadh,2019,5,Series A,9234,2,7,2,21,Series A,0,0,0,47.9
Agritech,Khobar,2019,5,Series C,99727,6,25,2,15,Series C,0,0,0,67.2
HR Tech,Khobar,2021,3,Series A,12288,2,5,2,11,Series A,0,0,0,61.2
Fintech,Medina,2013,11,Series B,49757,4,10,2,35,Series B,0,0,1,37.4
Traveltech,Khobar,2021,3,Series A,11482,2,4,2,16,Series A,0,0,0,54.3
E-commerce,Riyadh,2015,9,Seed,2915,1,5,3,9,Seed,0,0,0,58.3
Real Estate Tech,Dammam,2015,9,Series A,9171,4,4,3,16,Series A,0,0,0,59.2
